caminho,silaba
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/eui/의_9_6.jpg,eui
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/han/한_1_3.jpg,han
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/gyeong/경_4_0.jpg,gyeong
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/geos/것_5_1.jpg,geos
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/ra/라_8_0.jpg,ra
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/gye/계_9_7.jpg,gye
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/je/제_8_0.jpg,je
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/bak/박_5_1.jpg,bak
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/gwa/과_1_0.jpg,gwa
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/gyeong/경_8_3.jpg,gyeong
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/ji/지_0_8.jpg,ji
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/hae/해_6_9.jpg,hae
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/guk/국_5_7.jpg,guk
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/eul/을_3_6.jpg,eul
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/su/수_0_7.jpg,su
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/wi/위_6_5.jpg,wi
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/sa/사_2_5.jpg,sa
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/e/에_0_6.jpg,e
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/ga/가_8_3.jpg,ga
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/ra/라_8_1.jpg,ra
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/i/이_4_6.jpg,i
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/su/수_4_3.jpg,su
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/ga/가_1_5.jpg,ga
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/e/에_0_5.jpg,e
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/su/수_3_9.jpg,su
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/neun/는_2_3.jpg,neun
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/seu/스_7_0.jpg,seu
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/yeon/연_0_9.jpg,yeon
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/jeok/적_7_2.jpg,jeok
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/eo/어_8_6.jpg,eo
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/dae/대_8_1.jpg,dae
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/gu/구_4_4.jpg,gu
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/jo/조_8_1.jpg,jo
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/geu/그_3_6.jpg,geu
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/neun/는_6_2.jpg,neun
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/ja/자_7_3.jpg,ja
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/i/이_2_7.jpg,i
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/sa/사_6_5.jpg,sa
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/ja/자_2_5.jpg,ja
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/hae/해_9_6.jpg,hae
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/gim/김_0_3.jpg,gim
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/il/일_0_8.jpg,il
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/ji/지_3_8.jpg,ji
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/geu/그_6_8.jpg,geu
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/yeon/연_5_1.jpg,yeon
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/do/도_3_7.jpg,do
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/bu/부_5_4.jpg,bu
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/gwa/과_0_2.jpg,gwa
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/dae/대_2_9.jpg,dae
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/gim/김_5_0.jpg,gim
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/eu/으_6_5.jpg,eu
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/sa/사_7_4.jpg,sa
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/neun/는_7_6.jpg,neun
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/geos/것_3_2.jpg,geos
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/eu/으_6_0.jpg,eu
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/in/인_2_4.jpg,in
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/ji/지_3_3.jpg,ji
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/do/도_1_6.jpg,do
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/eul/을_6_3.jpg,eul
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/yeon/연_6_3.jpg,yeon
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/gong/공_3_0.jpg,gong
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/na/나_6_2.jpg,na
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/jeon/전_2_4.jpg,jeon
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/yeo/여_7_6.jpg,yeo
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/je/제_3_0.jpg,je
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/won/원_6_2.jpg,won
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/ro/로_5_8.jpg,ro
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/gwa/과_1_5.jpg,gwa
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/gim/김_2_7.jpg,gim
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/gwa/과_9_2.jpg,gwa
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/na/나_7_6.jpg,na
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/seu/스_3_5.jpg,seu
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/hwa/화_2_8.jpg,hwa
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/yong/용_8_8.jpg,yong
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/da/다_5_3.jpg,da
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/yeon/연_3_3.jpg,yeon
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/ri/리_4_7.jpg,ri
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/si/시_8_6.jpg,si
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/iss/있_7_3.jpg,iss
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/eul/을_3_3.jpg,eul
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/ja/자_5_8.jpg,ja
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/a/아_8_9.jpg,a
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/reul/를_2_7.jpg,reul
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/seu/스_1_9.jpg,seu
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/sa/사_2_9.jpg,sa
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/won/원_5_7.jpg,won
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/geu/그_6_9.jpg,geu
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/jang/장_0_4.jpg,jang
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/je/제_3_9.jpg,je
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/seong/성_9_1.jpg,seong
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/ro/로_4_9.jpg,ro
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/gong/공_8_3.jpg,gong
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/eul/을_8_2.jpg,eul
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/gu/구_2_8.jpg,gu
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/il/일_5_2.jpg,il
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/eul/을_9_1.jpg,eul
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/dong/동_2_7.jpg,dong
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/eu/으_0_8.jpg,eu
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/seong/성_6_1.jpg,seong
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/i/이_4_0.jpg,i
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/eui/의_1_7.jpg,eui
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/yeo/여_1_5.jpg,yeo
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/deul/들_0_7.jpg,deul
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/choe/최_4_5.jpg,choe
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/jeong/정_4_3.jpg,jeong
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/jeon/전_6_0.jpg,jeon
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/deul/들_6_7.jpg,deul
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/bu/부_0_4.jpg,bu
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/jo/조_0_6.jpg,jo
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/su/수_7_8.jpg,su
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/i/이_0_6.jpg,i
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/seo/서_6_2.jpg,seo
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/reul/를_2_1.jpg,reul
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/gim/김_9_5.jpg,gim
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/eui/의_7_7.jpg,eui
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/dong/동_7_2.jpg,dong
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/geos/것_3_1.jpg,geos
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/ha/하_6_4.jpg,ha
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/i/이_7_5.jpg,i
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/su/수_3_6.jpg,su
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/geu/그_8_8.jpg,geu
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/seu/스_4_3.jpg,seu
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/je/제_5_1.jpg,je
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/a/아_7_3.jpg,a
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/yong/용_6_6.jpg,yong
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/eo/어_4_3.jpg,eo
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/gi/가_8_2.jpg,gi
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/guk/국_0_2.jpg,guk
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/dae/대_7_6.jpg,dae
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/eul/을_4_4.jpg,eul
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/ro/로_9_0.jpg,ro
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/jang/장_6_9.jpg,jang
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/hae/해_7_0.jpg,hae
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/dong/동_9_0.jpg,dong
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/a/아_6_5.jpg,a
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/eul/을_8_9.jpg,eul
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/choe/최_6_5.jpg,choe
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/eui/의_5_5.jpg,eui
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/yeon/연_5_3.jpg,yeon
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/si/시_3_2.jpg,si
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/seu/스_0_0.jpg,seu
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/deul/들_7_7.jpg,deul
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/wi/위_1_7.jpg,wi
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/iss/있_7_9.jpg,iss
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/gim/김_3_9.jpg,gim
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/gi/가_0_5.jpg,gi
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/jeon/전_3_7.jpg,jeon
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/i/이_1_4.jpg,i
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/han/한_2_1.jpg,han
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/guk/국_6_9.jpg,guk
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/dong/동_7_5.jpg,dong
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/neun/는_6_6.jpg,neun
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/sa/사_7_0.jpg,sa
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/gi/가_4_7.jpg,gi
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/yeo/여_0_7.jpg,yeo
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/jo/조_6_8.jpg,jo
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/bu/부_6_6.jpg,bu
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/seong/성_6_2.jpg,seong
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/da/다_0_4.jpg,da
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/han/한_3_7.jpg,han
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/ri/리_0_8.jpg,ri
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/so/소_4_7.jpg,so
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/eui/의_6_5.jpg,eui
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/guk/국_3_6.jpg,guk
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/ro/로_8_2.jpg,ro
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/bak/박_2_0.jpg,bak
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/si/시_3_9.jpg,si
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/je/제_0_8.jpg,je
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/dong/동_4_6.jpg,dong
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/reul/를_8_8.jpg,reul
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/ra/라_2_4.jpg,ra
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/gong/공_9_4.jpg,gong
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/iss/있_6_5.jpg,iss
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/ja/자_5_3.jpg,ja
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/bo/보_2_7.jpg,bo
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/yeon/연_3_6.jpg,yeon
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/jeon/전_5_4.jpg,jeon
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/gim/김_3_4.jpg,gim
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/eo/어_7_6.jpg,eo
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/e/에_4_6.jpg,e
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/seu/스_2_0.jpg,seu
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/jang/장_4_2.jpg,jang
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/gim/김_0_5.jpg,gim
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/so/소_2_2.jpg,so
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/je/제_4_5.jpg,je
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/geos/것_4_6.jpg,geos
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/jeon/전_9_4.jpg,jeon
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/gyeong/경_6_9.jpg,gyeong
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/hwa/화_9_3.jpg,hwa
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/eo/어_3_4.jpg,eo
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/geos/것_1_0.jpg,geos
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/e/에_9_5.jpg,e
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/je/제_1_4.jpg,je
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/ji/지_7_0.jpg,ji
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/guk/국_6_3.jpg,guk
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/si/시_8_3.jpg,si
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/seong/성_5_6.jpg,seong
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/sang/상_4_1.jpg,sang
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/choe/최_4_9.jpg,choe
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/ju/주_4_8.jpg,ju
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/ji/지_9_1.jpg,ji
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/eo/어_3_7.jpg,eo
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/jeong/정_2_7.jpg,jeong
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/eui/의_9_8.jpg,eui
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/ji/지_1_4.jpg,ji
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/geos/것_0_6.jpg,geos
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/go/고_7_3.jpg,go
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/sang/상_8_1.jpg,sang
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/da/다_6_2.jpg,da
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/gim/김_1_4.jpg,gim
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/geos/것_4_0.jpg,geos
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/geu/그_5_2.jpg,geu
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/ga/가_9_9.jpg,ga
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/yeon/연_3_1.jpg,yeon
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/gong/공_2_7.jpg,gong
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/hae/해_4_6.jpg,hae
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/reul/를_4_6.jpg,reul
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/wi/위_0_6.jpg,wi
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/eui/의_2_1.jpg,eui
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/go/고_3_9.jpg,go
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/bak/박_6_9.jpg,bak
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/ju/주_9_0.jpg,ju
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/yeo/여_6_6.jpg,yeo
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/go/고_5_2.jpg,go
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/jeok/적_9_2.jpg,jeok
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/sang/상_5_2.jpg,sang
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/do/도_9_9.jpg,do
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/il/일_7_5.jpg,il
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/gim/김_7_7.jpg,gim
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/wi/위_2_8.jpg,wi
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/hwa/화_6_9.jpg,hwa
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/e/에_4_3.jpg,e
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/eo/어_6_4.jpg,eo
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/eun/은_3_2.jpg,eun
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/geos/것_0_0.jpg,geos
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/seo/서_0_3.jpg,seo
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/ro/로_3_2.jpg,ro
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/eo/어_5_7.jpg,eo
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/won/원_1_2.jpg,won
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/bak/박_5_6.jpg,bak
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/gong/공_0_0.jpg,gong
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/ro/로_2_9.jpg,ro
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/go/고_2_5.jpg,go
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/jeong/정_3_1.jpg,jeong
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/i/이_7_4.jpg,i
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/e/에_1_8.jpg,e
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/do/도_6_5.jpg,do
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/eui/의_0_0.jpg,eui
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/ga/가_5_4.jpg,ga
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/seong/성_3_2.jpg,seong
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/eui/의_4_7.jpg,eui
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/guk/국_6_6.jpg,guk
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/seong/성_9_7.jpg,seong
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/won/원_2_2.jpg,won
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/yeon/연_7_6.jpg,yeon
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/gu/구_4_1.jpg,gu
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/gong/공_1_5.jpg,gong
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/seong/성_2_3.jpg,seong
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/hwa/화_8_8.jpg,hwa
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/ji/지_8_5.jpg,ji
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/han/한_4_2.jpg,han
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/gyeong/경_3_2.jpg,gyeong
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/reul/를_0_6.jpg,reul
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/gwa/과_7_0.jpg,gwa
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/sang/상_4_0.jpg,sang
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/ji/지_1_3.jpg,ji
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/ja/자_4_2.jpg,ja
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/so/소_3_6.jpg,so
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/gyeong/경_5_1.jpg,gyeong
