caminho,silaba
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/go/고_3_6.jpg,go
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/hwa/화_0_8.jpg,hwa
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/sa/사_5_1.jpg,sa
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/bo/보_3_5.jpg,bo
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/na/나_8_4.jpg,na
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/yeo/여_9_1.jpg,yeo
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/choe/최_8_5.jpg,choe
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/seu/스_1_0.jpg,seu
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/yong/용_4_7.jpg,yong
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/ga/가_4_1.jpg,ga
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/do/도_3_1.jpg,do
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/ro/로_8_6.jpg,ro
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/ri/리_2_1.jpg,ri
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/jeong/정_9_9.jpg,jeong
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/eul/을_0_8.jpg,eul
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/gong/공_4_5.jpg,gong
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/seong/성_8_5.jpg,seong
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/da/다_7_4.jpg,da
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/reul/를_1_4.jpg,reul
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/go/고_6_7.jpg,go
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/jo/조_0_5.jpg,jo
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/gi/가_3_7.jpg,gi
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/han/한_1_0.jpg,han
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/hae/해_6_3.jpg,hae
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/deul/들_3_6.jpg,deul
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/gye/계_8_3.jpg,gye
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/ri/리_0_7.jpg,ri
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/guk/국_7_3.jpg,guk
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/choe/최_0_4.jpg,choe
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/choe/최_0_8.jpg,choe
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/sang/상_0_5.jpg,sang
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/eo/어_6_7.jpg,eo
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/geu/그_6_6.jpg,geu
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/geu/그_4_3.jpg,geu
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/seo/서_9_5.jpg,seo
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/da/다_2_0.jpg,da
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/ri/리_7_6.jpg,ri
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/seu/스_9_8.jpg,seu
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/ha/하_8_3.jpg,ha
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/geu/그_4_8.jpg,geu
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/il/일_6_4.jpg,il
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/yeon/연_4_0.jpg,yeon
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/su/수_1_5.jpg,su
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/il/일_2_4.jpg,il
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/seo/서_4_5.jpg,seo
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/ja/자_1_6.jpg,ja
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/jang/장_8_1.jpg,jang
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/sa/사_4_1.jpg,sa
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/hae/해_0_9.jpg,hae
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/gyeong/경_0_3.jpg,gyeong
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/eul/을_5_9.jpg,eul
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/ga/가_9_0.jpg,ga
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/deul/들_8_8.jpg,deul
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/neun/는_1_5.jpg,neun
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/eui/의_5_3.jpg,eui
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/gye/계_9_3.jpg,gye
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/ja/자_8_9.jpg,ja
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/won/원_9_8.jpg,won
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/han/한_6_5.jpg,han
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/su/수_3_7.jpg,su
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/seo/서_0_2.jpg,seo
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/jo/조_0_1.jpg,jo
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/seo/서_7_8.jpg,seo
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/jeon/전_1_6.jpg,jeon
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/dong/동_0_3.jpg,dong
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/hae/해_7_5.jpg,hae
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/in/인_5_8.jpg,in
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/je/제_4_2.jpg,je
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/eu/으_8_7.jpg,eu
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/a/아_6_0.jpg,a
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/yong/용_0_6.jpg,yong
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/eui/의_8_4.jpg,eui
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/seong/성_6_0.jpg,seong
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/won/원_7_8.jpg,won
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/seu/스_7_2.jpg,seu
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/ga/가_9_1.jpg,ga
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/i/이_1_9.jpg,i
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/reul/를_1_1.jpg,reul
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/geu/그_7_2.jpg,geu
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/sang/상_2_7.jpg,sang
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/geu/그_3_1.jpg,geu
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/eo/어_3_5.jpg,eo
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/geu/그_8_7.jpg,geu
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/wi/위_2_5.jpg,wi
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/seo/서_6_5.jpg,seo
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/gong/공_7_0.jpg,gong
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/su/수_2_0.jpg,su
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/bo/보_4_3.jpg,bo
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/ja/자_3_0.jpg,ja
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/gyeong/경_4_8.jpg,gyeong
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/eu/으_4_9.jpg,eu
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/eul/을_3_8.jpg,eul
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/e/에_5_0.jpg,e
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/yeo/여_4_1.jpg,yeo
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/ri/리_1_9.jpg,ri
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/ro/로_2_1.jpg,ro
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/jo/조_2_1.jpg,jo
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/eun/은_9_7.jpg,eun
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/han/한_0_5.jpg,han
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/si/시_2_2.jpg,si
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/hae/해_2_7.jpg,hae
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/gye/계_2_8.jpg,gye
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/gwa/과_1_9.jpg,gwa
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/je/제_8_5.jpg,je
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/yeon/연_2_5.jpg,yeon
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/ha/하_4_4.jpg,ha
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/na/나_3_5.jpg,na
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/guk/국_3_0.jpg,guk
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/geos/것_9_2.jpg,geos
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/hwa/화_5_1.jpg,hwa
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/neun/는_5_2.jpg,neun
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/ra/라_1_0.jpg,ra
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/ji/지_9_5.jpg,ji
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/gwa/과_7_4.jpg,gwa
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/seong/성_2_6.jpg,seong
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/gu/구_5_1.jpg,gu
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/seo/서_8_1.jpg,seo
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/iss/있_5_2.jpg,iss
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/ji/지_7_9.jpg,ji
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/ga/가_8_1.jpg,ga
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/ri/리_6_5.jpg,ri
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/il/일_0_2.jpg,il
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/dae/대_8_4.jpg,dae
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/ju/주_3_5.jpg,ju
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/yong/용_2_2.jpg,yong
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/geos/것_3_4.jpg,geos
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/seong/성_6_8.jpg,seong
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/yeon/연_9_2.jpg,yeon
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/je/제_7_9.jpg,je
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/sang/상_9_5.jpg,sang
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/bak/박_2_2.jpg,bak
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/in/인_8_2.jpg,in
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/jo/조_2_3.jpg,jo
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/ja/자_2_2.jpg,ja
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/guk/국_0_8.jpg,guk
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/so/소_6_5.jpg,so
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/na/나_6_6.jpg,na
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/seong/성_5_9.jpg,seong
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/jeon/전_8_9.jpg,jeon
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/in/인_4_1.jpg,in
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/do/도_1_5.jpg,do
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/wi/위_5_1.jpg,wi
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/i/이_3_9.jpg,i
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/bo/보_1_5.jpg,bo
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/jeong/정_3_7.jpg,jeong
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/geu/그_7_1.jpg,geu
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/geos/것_4_5.jpg,geos
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/gwa/과_7_1.jpg,gwa
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/gwa/과_4_3.jpg,gwa
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/ra/라_2_8.jpg,ra
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/han/한_9_8.jpg,han
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/hwa/화_1_8.jpg,hwa
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/ra/라_8_7.jpg,ra
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/eui/의_1_1.jpg,eui
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/dae/대_8_5.jpg,dae
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/eun/은_7_3.jpg,eun
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/won/원_7_3.jpg,won
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/jang/장_4_1.jpg,jang
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/choe/최_1_2.jpg,choe
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/jeok/적_6_3.jpg,jeok
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/i/이_5_6.jpg,i
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/e/에_8_4.jpg,e
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/gi/가_5_9.jpg,gi
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/yeo/여_1_4.jpg,yeo
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/il/일_4_4.jpg,il
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/a/아_2_9.jpg,a
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/jeok/적_4_5.jpg,jeok
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/geos/것_8_2.jpg,geos
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/il/일_4_0.jpg,il
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/gim/김_8_3.jpg,gim
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/ra/라_5_3.jpg,ra
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/ha/하_9_0.jpg,ha
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/sang/상_3_7.jpg,sang
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/gwa/과_6_8.jpg,gwa
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/jeon/전_9_0.jpg,jeon
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/hae/해_3_7.jpg,hae
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/ro/로_6_3.jpg,ro
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/eun/은_2_4.jpg,eun
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/ja/자_9_2.jpg,ja
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/dae/대_1_9.jpg,dae
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/bo/보_0_2.jpg,bo
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/su/수_1_1.jpg,su
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/ro/로_0_8.jpg,ro
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/hae/해_5_7.jpg,hae
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/bak/박_3_2.jpg,bak
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/bu/부_2_0.jpg,bu
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/na/나_7_9.jpg,na
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/gwa/과_2_0.jpg,gwa
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/jeon/전_6_6.jpg,jeon
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/yeo/여_3_6.jpg,yeo
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/reul/를_9_2.jpg,reul
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/da/다_9_3.jpg,da
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/eul/을_5_8.jpg,eul
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/gwa/과_0_7.jpg,gwa
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/seo/서_8_6.jpg,seo
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/eul/을_0_6.jpg,eul
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/choe/최_2_2.jpg,choe
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/gwa/과_0_0.jpg,gwa
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/e/에_1_6.jpg,e
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/iss/있_7_4.jpg,iss
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/geu/그_0_6.jpg,geu
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/gye/계_0_1.jpg,gye
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/bo/보_9_5.jpg,bo
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/jang/장_8_8.jpg,jang
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/ga/가_6_2.jpg,ga
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/so/소_8_7.jpg,so
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/jeon/전_5_7.jpg,jeon
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/jo/조_3_7.jpg,jo
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/je/제_3_6.jpg,je
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/gi/가_0_1.jpg,gi
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/gong/공_3_1.jpg,gong
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/jeok/적_5_5.jpg,jeok
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/da/다_8_6.jpg,da
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/na/나_3_8.jpg,na
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/ji/지_0_5.jpg,ji
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/ha/하_7_2.jpg,ha
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/dong/동_5_4.jpg,dong
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/dae/대_4_4.jpg,dae
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/choe/최_5_1.jpg,choe
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/bu/부_5_8.jpg,bu
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/deul/들_2_0.jpg,deul
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/bak/박_6_4.jpg,bak
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/in/인_0_5.jpg,in
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/in/인_4_9.jpg,in
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/je/제_0_5.jpg,je
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/sa/사_1_2.jpg,sa
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/won/원_0_6.jpg,won
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/i/이_2_4.jpg,i
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/jeon/전_8_1.jpg,jeon
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/iss/있_4_6.jpg,iss
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/eo/어_5_6.jpg,eo
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/sang/상_4_9.jpg,sang
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/ha/하_8_8.jpg,ha
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/na/나_2_8.jpg,na
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/bo/보_9_0.jpg,bo
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/bak/박_1_4.jpg,bak
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/gu/구_8_3.jpg,gu
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/sa/사_6_1.jpg,sa
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/wi/위_9_0.jpg,wi
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/si/시_2_8.jpg,si
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/jeok/적_6_1.jpg,jeok
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/gi/가_2_5.jpg,gi
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/jeok/적_8_0.jpg,jeok
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/go/고_1_1.jpg,go
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/i/이_2_6.jpg,i
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/ra/라_0_2.jpg,ra
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/jeong/정_1_2.jpg,jeong
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/eo/어_9_9.jpg,eo
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/won/원_2_9.jpg,won
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/ha/하_9_5.jpg,ha
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/hae/해_6_2.jpg,hae
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/gwa/과_6_4.jpg,gwa
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/guk/국_5_5.jpg,guk
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/gim/김_0_0.jpg,gim
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/reul/를_9_1.jpg,reul
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/jeok/적_7_3.jpg,jeok
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/do/도_0_7.jpg,do
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/su/수_6_0.jpg,su
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/da/다_2_2.jpg,da
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/bak/박_7_1.jpg,bak
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/yeon/연_5_6.jpg,yeon
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/e/에_6_5.jpg,e
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/so/소_3_0.jpg,so
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/dong/동_5_1.jpg,dong
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/i/이_8_1.jpg,i
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/ju/주_7_3.jpg,ju
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/su/수_6_8.jpg,su
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/eui/의_3_9.jpg,eui
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/jo/조_5_2.jpg,jo
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/hwa/화_5_8.jpg,hwa
